SystemSource,SourceType,Scope,MinimumVersionOrCondition,PermissionGuidance,CostClass,FrameworkModules,Provenance
sys.dm_tran_persistent_version_store_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/090_USP_CurrentLog.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_tran_session_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_xe_session_targets,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_xe_sessions,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.fn_hadr_is_primary_replica,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.fn_xe_file_target_read_file,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,HIGH_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.hash_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/020_USP_IndexUsage.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.index_columns,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.login_token,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/030_VW_AnalyseAccessPolicy.sql | Code/01_Common/040_VW_AnalyseAccessCurrent.sql | Code/01_Common/050_USP_CheckAnalyseAccess.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.objects,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partition_functions,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partition_range_values,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partition_schemes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partitions,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_plan,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and Query Store enabled,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_query,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and Query Store enabled,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_query_hints,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_query_text,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_replicas,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_runtime_stats,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and Query Store enabled,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_runtime_stats_interval,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_wait_stats,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2017+ and Query Store wait capture,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,MEDIUM,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.resource_governor_configuration,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.resource_governor_resource_pools,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.resource_governor_workload_groups,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.schemas,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/00_Setup/000_Preflight_und_Schema.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/07_Infrastructure/080_USP_DataCaptureStatus.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.server_event_session_actions,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.server_event_session_events,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.server_event_session_fields,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.server_event_session_targets,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.server_event_sessions,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.sp_executesql,SYSTEM_PROCEDURE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/00_Setup/000_Preflight_und_Schema.sql | Code/01_Common/070_USP_CheckFrameworkCapabilities.sql | Code/01_Common/083_USP_PrepareDatabaseCandidates.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/02_CurrentState/090_USP_CurrentLog.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql | Code/05_QueryStore/010_USP_QueryStoreStatus.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql | Code/07_Infrastructure/020_USP_AgentJobs.sql | Code/07_Infrastructure/070_USP_ReplicationStatus.sql | Code/07_Infrastructure/080_USP_DataCaptureStatus.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.stats,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/040_USP_Statistics.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.stats_columns,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/040_USP_Statistics.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.system_objects,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.tables,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/07_Infrastructure/080_USP_DataCaptureStatus.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.vector_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.views,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
tempdb.sys.database_files,CATALOG_VIEW_OR_TABLE,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Source-specific access in system database; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/040_USP_TempDBConfiguration.sql,Current canonical code plus sanitized prior research; no historical source paths retained
